id|name|parent|tie_line|address|mail_code|phone_type|phone_number
279183|Associate controller|279179|TC* 8206|||OFFICE|212-678-8206
279184|Financial Systems|279179|TC* 3720|||OFFICE|212-678-3720
279185|Student Accounts|279179|TC* 3056|||OFFICE|212-678-3056
279207|V/TTY 678-3853|279206|||||
279209|ADMINISTRATIVE ASSISTANT|279208|TC* 3050|||OFFICE|212-678-3050
279210|ADMISSIONS OFFICE|279208|TC* 3710|||OFFICE|212-678-3710
279211|ASSISTANT DEAN FOR ACADEMIC AFFAIRS|279208|TC* 3991|||OFFICE|212-678-3991
279212|ASSOCIATE DEAN FOR ACADEMIC ADMINISTRATION|279208|TC* 3052|||OFFICE|212-678-3052
279213|CAREER SERVICES CENTER|279208|TC* 3140|||OFFICE|212-678-3140
279214|CENTER FOR EDUCATIONAL OUTREACH AND  INNOVATION|279208|TC* 3987|||OFFICE|212-678-3987
279215|DISABILITIES, ACCESS AND SERVICES FOR INDIVIDUALS WITH|279208|TC* 3689|||OFFICE|212-678-3689
279217|DOCTORAL STUDIES, OFFICE OF|279208|TC* 4058|||OFFICE|212-678-4058
279218|INSTITUTE FOR URBAN AND MINORITY EDUCATION   (IUME)|279208|TC* 4137|||FAX|212-678-4137
279219|INSTITUTIONAL STUDIES|279208|TC* 3706|||OFFICE|212-678-3706
279223|INTERNATIONAL STUDENT AND SCHOLAR SERVICES|279208|TC* 3939|||OFFICE|212-678-3939
279225|OMBUDSPERSONS|279208|TC* 4169|||OFFICE|212-678-4169
279227|REGISTRAR|279208|TC* 4050|||OFFICE|212-678-4050
279230|Student Activities and Programs, Office of|279208|TC* 3690|||OFFICE|212-678-3690
279418|Advertising|279417|TC* 4147|||OFFICE|212-678-4147
279419|Alumni Relations|279417|TC* 3215|||OFFICE|212-678-3215
279420|Annual Fund|279417|TC* 8176|||OFFICE|212-678-8176
279421|Assistant to the Vice President|279417|TC* 3776|||OFFICE|212-678-3776
279423|Communications|279417|TC* 3979|||OFFICE|212-678-3979
279426|Corporate and Foundation Relations|279417|TC* 4146|||OFFICE|212-678-4146
279433|Major Gifts|279417|TC* 3722|||OFFICE|212-678-3722
279434|Planned Giving|279417|TC* 3037|||OFFICE|212-678-3037
279435|Public Affairs|279417|TC* 3412|||OFFICE|212-678-3412
279436|Publications|279417|TC* 4147|||OFFICE|212-678-4147
279437|Research|279417|TC* 3951|||OFFICE|212-678-3951
279438|Stewardship|279417|TC* 3716|||OFFICE|212-678-4086
279444|DEAF AND HARD OF HEARING SERVICES|279442|TC* 3853|||OFFICE|212-678-3853
279451|FAX|279450||||FAX|212-404-7827
279481|Fax|279478|TC* 4036|||FAX|212-678-4036
279482|Director of Facilities|279478|TC* 3011|||OFFICE|212-678-3011
279483|Maintenance and Mechanical Manager|279478|TC* 3116|||OFFICE|212-678-3116
279485|Custodial Manager-Residence Halls|279478|TC* 3953|||OFFICE|212-678-3953
279486|Service Response Manager|279478|TC* 4016|||OFFICE|212-678-4016
279487|Facilities Information Coordinator|279478|TC* 4064|||OFFICE|212-678-4064
279488|Facilities Secretary|279478|TC* 3010|||OFFICE|212-678-3010
279498|Budget and Planning|279495|TC* 4179|||OFFICE|212-678-4179
279499|Capital Projects and Construction|279495|TC* 3012|||OFFICE|212-678-3012
279500|Computing and information services|279495|TC* 3485|||OFFICE|212-678-3485
279504|Controller's Office|279495|TC* 3016|||OFFICE|212-678-3016
279505|Facilities|279495|TC* 3010|||OFFICE|212-678-3010
279507|Bookstore|279495|TC* 3920|||OFFICE|212-678-3920
279540|HORACE MANN THEATRE|279539|TC* 3278|||OFFICE|212-678-3278
279542|Fax|279541|TC* 3235|||FAX|212-678-3222
279543|Lost and found Information Desk|279541|TC* 3335|||OFFICE|212-678-3335
279550|Securrity|279541|TC* 3098|||OFFICE|212-678-3098
279570|Improving Mathematics Achievement in K-8 Students|279569|TC* 3357|||OFFICE|212-678-3357
279571|Administrative Associate|279569|TC* 3444|||OFFICE|212-678-3444
279572|Center for Information and Resources on Edu. and the Community (CIREC)|279569|TC* 3433|||OFFICE|212-678-3433
279573|Dynamic Pedagogy|279569|TC* 3780|||OFFICE|212-678-3780
279576|Harlem After Three|279569|TC* 3413|||OFFICE|212-678-3413
279589|DIRECTOR|279588|TC* 3706|||OFFICE|212-678-3706
279590|ASSISTANT DIRECTOR|279588|TC* 3692|||OFFICE|212-678-3692
279591|ASSISTANT DIRECTOR FOR ENROLLMENT RESEARCH|279588|TC* 3065|||OFFICE|212-678-3065
279618|Library Services|279614|TC* 3494|||OFFICE|212-678-3494
279700|Social-Organizational Psychology, Program in (office 2)|279698|TC* 3249|||OFFICE|212-678-3249
279707|PHONE|279706|TC* 3349|||OFFICE|212-678-3349
279722|FAX|279721|TC* 3237|||FAX|212-678-3237
279756|COMPUTER APPLICATIONS FOR REGISTRAR|279754|TC* 4120|||OFFICE|212-678-4120
279757|COURSE SCHEDULES|279754|TC* 4050|||OFFICE|212-678-4050
279758|DEGREE DESK AND DIPLOMAS|279754|TC* 4056|||OFFICE|212-678-4056
279759|ENROLLMENT STATUS|279754|TC* 4070|||OFFICE|212-678-4070
279760|GRADE CHANGES|279754|TC* 4052|||OFFICE|212-678-4052
279761|NEW PROGRAMS AND COURSES|279754|TC* 3226|||OFFICE|212-678-3226
279762|RECORDER|279754|TC* 4052|||OFFICE|212-678-4052
279763|REGISTRATION|279754|TC* 4050|||OFFICE|212-678-4050
279764|STUDENT RECORDS|279754|TC* 4071|||OFFICE|212-678-4071
279766|TOUCH-TONE REGISTRATION|279754||||OFFICE|212-678-3200
279767|TRANSCRIPTS|279754|TC* 4071|||OFFICE|212-678-4071
279768|VETERAN S BENEFITS|279754|TC* 4055|||OFFICE|212-678-4055
279793|EMERGENCY ONLY|279790|TC* 3333|||OFFICE|212-678-3333
279807|Cross- Categorical Studies, Program in|279806|TC* 3859|||OFFICE|212-678-3859
279808|Instructional Practice, Program in|279806|TC* 3854|||OFFICE|212-678-3854
279809|Program Administration, Program in|279806|TC* 3859|||OFFICE|212-678-3859
279811|Supervision, Program in|279806|TC* 3859|||OFFICE|212-678-3859
279864|BILLING QUESTIONS|279863|TC* 4104|||OFFICE|212-678-4014
279865|CABLE TV|279863|TC* 3456|||OFFICE|212-678-3456
279866|HELP DESK|279863|TC* 3456|||OFFICE|212-678-3456
279867|TELEPHONE REPAIR, INSTALLATION, OR REMOVAL|279863|TC* 3456|||OFFICE|212-678-3456
279868|VIDEO CONFERENCING (INFORMATION)|279863|TC* 3822|||OFFICE|212-678-3822
279870|VOICE MAIL ASSISTANCE, INSTALLATION, OR REMOVAL|279863|TC* 3456|||OFFICE|212-678-3456
279879|INFORMATION|279878|TC* 3822|||OFFICE|212-678-3822
279881|INFORMATION|279880|TC* 3359|||OFFICE|212-678-3359
281277|cpmcnet.columbia.edu/dept/anatomy|273814|||||
281366|www.americanassembly.org.|273784|||||
281598|GRADES BY PHONE|281571|||||212-854-7373
281599|REGISTRATION BY PHONE|281573|||||212-854-8282
282977|PHONE|273954|MS* 4-4448|||OFFICE|212-854-4448
282978|PHONE|273954|MS* 4-4453|||OFFICE|212-854-4453
316699|FAX|277592||||FAX|212-305-5777
326596|FAX|277648||||OFFICE|212-342-0100
326977|FAX|326976|MS* 4-4607|||FAX|212-854-4607
326979|FAX|326978|MS* 4-4607|||FAX|212-854-4607
326981|fax|326980|MS* 4-3748|||FAX|212-854-3748
326983|FAX|326982|MS* 4-6309|||FAX|212-854-6309
327124|MAILING: 1051 RVSDDR (UNIT 87)|327123|||||
327753|DR. GEORGE E. RUPP|277411|MS* 4-4157||4324|OFFICE|212-854-4157
327755|MICHAEL I. SOVERN|277411|MS* 4-7848|||OFFICE|212-854-7848
327767|www.columbiaspectator.com|277822|||||
328405|www.columbia.edu/cu/iraas|273718|||||
328406|www.law.columbia.edu/cu/acs/|273790|||||
329172|IGERT Joint prgm in appld Math/Earth Env Sci|273831|MS* 4-7643||4701|OFFICE|212-854-7643
329173|WALLACH ART GALLERY|273909|MS* 4-7288||5517|OFFICE|212-854-7288
329174|WALLACH ART GALLERY|273947|MS* 4-7288||5517|OFFICE|212-854-7288
329178|EQUIPMENT ROOM|273961|MS* 4-9568|||OFFICE|212-854-9568
329179|cumc.columbia.edu/dept/physio/physio2|274082|||||
329314|cpmcnet.columbia.edu/dept/physio/physio2|274274|||||
329317|FAX|329316||||FAX|212-342-0451
329319|centerforbioethics@columbia.edu|329316|||||
329324|cl2395@columbia.edu|274417|||||
329325|www.societyandmedicine.columbia.edu|274417|||||
329330|GRAD STUDENT COMPUTER LAB|274460|MS* 4-6520||4721|OFFICE|212-854-6520
329331|LABORATORY OF DNA SEQUENCING AND CHEMICAL BIOLOGY|274460|||||
329332|SOFT MATERIALS STUDENT OFFICES|274460|MS* 4-7399||4721|OFFICE|212-854-7399
329333|TEACHING ASSISTANTS|274460|MS* 4-4852||4721|OFFICE|212-854-4852
329499|FAX|274593|MS* 1-4160|||FAX|212-851-4160
329500|magazine@columbia.edu|274593|||||
329501|GENERAL INFORMATION|274612|MS* 4-9058|||OFFICE|212-854-9058
329508|FIRST YEAR SOPHOMORE ACADEMIC ADVISING CENTER|274629|MS* 4-6378||1201|OFFICE|212-854-6378
329510|PHONE|274694|MS* 4-4829||4322|OFFICE|212-854-4829
329514|ENGINEERING AND TECH SUPPORT|274836|MS* 4-2897|||OFFICE|212-854-2897
329515|FIELD RESOURCES|274836|MS* 4-8603|||OFFICE|212-854-8603
329516|REFERRAL CENTER|274836|MS* 4-1754|||OFFICE|212-854-1754
329517|STUDENT SERVICES AND FACULTY AND ADMIN SATISFACTION|274836|MS* 4-2894|||OFFICE|212-854-2894
329747|FUNDRAISING MANAGEMENT FOR  NONPROFIT ADMINISTRATION MS PROGRAM|274931|MS* 4-9666||4119|OFFICE|212-854-9666
329749|STRATEGIC COMMUNICATIONS MASTERS PROGRAM|274931|MS* 4-9666||4119|OFFICE|212-854-9666
330230|TTY|275082|MS* 4-2378|||OFFICE|212-854-2378
330231|FAX|275085|MS* 4-2863|||FAX|212-854-2863
330234|HOGAN|275143|MS* 4-3830||3277|OFFICE|212-854-3830
330268|INDUSTRIAL HYGIENIST|275347|MS* 4-8751|||OFFICE|212-854-8751
330275|LIBERAL STUDIES|275772|MS* 4-4932||4307|OFFICE|212-854-4932
330310|EARTH ENGINEERING CENTER|275891|MS* 4-2138||4711|OFFICE|212-854-2138
330352|QUANTITATIVE METHODS IN SOCIAL SCIENCES (QMSS)|276079|MS* 4-7813||3355|OFFICE|212-854-7813
330359|PROJECT ON IMMIGRATION, ETHNICITY,  AND RACE|276135|MS* 4-7530||3355|OFFICE|212-854-7530
330609|Spare|276877|MS* 4-2716||3871|OFFICE|212-854-2716
330610|www.maisonfrancaise.org|277004|||||
331082|RESEARCH|277183|MC* 5-0723|||OFFICE|212-305-0723
331117|FAX|331116|MS* 4-9978|||FAX|212-854-9978
331122|MORNINGSIDE OFFICE|331121|MS* 4-8444||9606|OFFICE|212-854-8444
331124|MEDICAL CENTER|331121|MC* 6-5198|||OFFICE|212-305-5198
331126|FEDERALIST PAPER|277857|MS* 4-1653||2602|OFFICE|212-854-1653
331128|INTERNATIONAL SOCIALIST ORGANIZATION (ISO)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
331171|FAX|273867|MS* 4-7329|||FAX|212-854-7329
331763|EQUIPMENT ROOM|275586|MS* 4-9568|||OFFICE|212-854-9568
331764|PHONE|275735||||OFFICE|781-0600
331784|MAILING: 1051 RVSDR (UNIT 87)|331783|||||
331785|meg2008@columbia.edu|331783|||||
331788|FAX|277255|MS* 4-6586|||FAX|212-854-6586
331790|PEER COUNSELING HELP LINE  854-HELP|277596|MS* 4-4357|||OFFICE|212-854-4357
331792|FAX|331791|MS* 4-8925|||FAX|212-854-8925
331793|FAX|328096|MS* 4-9801|||FAX|212-854-9801
331794|FAX|277854|MS* 4-0012|||FAX|212-854-0012
331796|FAX|331795|MS* 4-7400|||OFFICE|212-854-7400
331800|Deputy Vice President for Operations|461320|MS* 1-7930||4520|OFFICE|212-851-7930
331802|Executive Director for Gift Planning|461320|MS* 1-7989||4520|OFFICE|212-851-7989
332143|SPONSORED PROGRAM, OFFICE OF|279061|TC* 4105|||OFFICE|212-678-4105
332144|fax|279055|TC* 3746|||FAX|212-678-3746
332466|Custodial Manager-Academic Campus|279478|TC* 3015|||OFFICE|212-678-3015
349526|PHONE|277442||||FAX|212-854-5935
379570|LAMONT-DOHERTY|275731||||OFFICE|845-365-8550
379571|MORNINGSIDE|275731|MS* 4-4525||5505|OFFICE|212-854-4525
383830|FAX|317988|MS* 4-2458|||FAX|212-854-2458
384525|PHONE|273793|MS* 4-4909||2602|OFFICE|212-854-4909
384526|FAX|273793||||FAX|212-854-3434
384556|BANK STREET CONTINUING EDUCATION|274046|||||
384557|BANK STREET GRADUATE SCHOOL ADMISSIONS|274046||||OFFICE|875-4404
384727|FAX|384726|MC* 5-3302|||FAX|212-305-3302
384728|CHAIR'S OFFICE|274082|MC* 5-0270|||OFFICE|212-305-0270
384729|CHAIR'S OFFICE|274274|||||212-342-4766
384731|FAX|384730|IC* 1285|||FAX|212-870-1285
384937|FAX|384936|MS* 4-3434|||FAX|212-854-3434
384939|FAX|384938|MS* 4-3434|||FAX|212-854-3434
384942|CORE CURRICULUM, OFFICE OF THE|274629|MS* 4-2453||2811|OFFICE|212-854-2453
384946|FAX|384945|MS* 1-1688|||FAX|212-851-1688
384948|FAX|384947|MS* 1-2040|||FAX|212-851-2040
384950|www.columbiagreenhouse.com|274698|||||
384951|cgns@mindspring.com|274698|||||
387164|FAX|387163|MS* 4-3434|||FAX|212-854-3434
387166|FAX|274811||||FAX|212-459-3677
387167|FAX|274814||||FAX|212-678-4817
387258|FAX|387257|MS* 4-3434|||FAX|212-854-3434
387260|FAX|387259|MS* 4-7366|||FAX|212-854-7366
387261|FAX|274846||||FAX|212-666-1952
387264|ASSOCIATE DIRECTOR|274848|MS* 4-9621||2010|OFFICE|212-854-9621
387265|DEVELOPMENT OFFICER|274848|MS* 4-5959||2010|OFFICE|212-854-5959
387394|FAX|387393|IC* 1285|||FAX|212-870-1285
387397|FAX|387396|MS* 4-7060|||FAX|212-854-7060
387401|FAX|387400|IC* 3144|||FAX|212-870-3144
387507|FACULTY PRACTICES|275011|||||
387514|ALUMNI ASSOCIATION|275011|MC* 5-6881|||OFFICE|212-305-6881
387515|DEVELOPMENT OFFICE|275011|MC* 2-5612|||OFFICE|212-342-5612
388311|ADULT DENTISTRY|275011|MC* 5-9898|||OFFICE|212-305-9898
388312|GROWTH AND DEVELOPMENT|275011|MC* 5-3875|||OFFICE|212-305-3875
388313|HOSPITAL DENTISTRY|275011|MC* 5-7626|||OFFICE|212-305-7626
388314|ORAL AND DIAGNOSTIC SCIENCES|275011|MC* 5-9289|||OFFICE|212-305-9289
388315|SOCIAL AND BEHAVIORAL SCIENCES|275011|MC* 8-7179|||OFFICE|212-304-7179
388328|PHONE|275070|MS* 4-4829||4322|OFFICE|212-854-4829
388376|COMPUTATIONAL LEARNING SYSTEMS, CENTER FOR|275261|IC* 1280||7717|OFFICE|212-870-1280
388416|FAX|388415||||FAX|212-864-4847
388420|Fax|388418|MS* 4-1680|||FAX|212-854-1680
388422|AREA R BUILDINGS|275422|||||
388457|PUBLIC SAFETY|275422|MS* 4-2796||4301|OFFICE|212-854-2796
389040|ACADEMIC RESOURCE CENTER (ARC)|275697|MS* 4-4097||4106|OFFICE|212-854-4097
389288|FAX|389287|MS* 4-7260|||FAX|212-854-7260
389290|FAX|275769||||OFFICE|212-666-1952
389291|www.columbia.edu/cu/gas|275772|||||
389298|FAX|389297||||FAX|212-544-1900
389730|ASSISTANT VICE PRESIDENT'S OFFICE|389729|MS*  4-4494||4201|OFFICE|212-854-4494
389734|DINING|389729|||||
389752|HOUSING|389729|||||
389763|FAX|389761||||FAX|212-544-1900
389764|http://housing.hs.columbia.edu|389761|||||
389792|LOW LIBRARY QUESTIONS AND SCHEDULING|277651|IC* 2526|||OFFICE|212-870-2526
390032|FAX|276052|MS* 4-6309|||FAX|212-854-6309
390034|FAX|390033|MS* 1-1688|||FAX|212-851-1688
390035|www.columbia.edu/cu/iraas|276073|||||
390036|FAX|276101|MS*4-3434|||FAX|212-854-3434
390037|MORNINGSIDE|276114|MS* 1-7040|||OFFICE|212-851-7040
390042|FAX|390041|MS* 4-7060|||FAX|212-854-7060
390043|ccbh@columbia.edu|390041|||||
390044|www.columbia.edu/cu/ccbh/|390041|||||
390417|www.cheme.columbia.edu|274460|||||
390418|COMPLEX FLUIDS LAB|274460|MS* 4-1261||4721|OFFICE|212-854-1261
390419|THEORY/COMPUTATION OF SOFT MATTER LAB|274460|MS* 4-3203||4721|OFFICE|212-854-3203
390423|FAX|390422||||FAX|212-865-2749
390424|www.labyrinthbooks.com|390422|||||
390425|fax|276375|MS* 4-9225|||FAX|212-854-9225
390426|CENTER ON CORPORATE GOVERNANCE|276393|MS* 4-2194|||OFFICE|212-854-2194
390427|CENTER ON GLOBAL LEGAL PROBLEMS|276393|MS* 4-2305|||OFFICE|212-854-2305
390430|PROGRAM IN LAW, SCIENCE, AND TECHNOLOGY|276393|MS* 4-4074||4095|OFFICE|212-854-4074
390432|SOCIAL JUSTICE INITIATIVES|276393|MS* 4-4628||XXXX|OFFICE|212-854-4628
390438|Communications|276281|MS* 4-0123||3801|OFFICE|212-854-0123
390439|Library|276281|MS* 4-0390||3800|OFFICE|212-854-0390
390440|Information Technology|276281|MS* 4-6412||3812|OFFICE|212-854-6412
390441|Financial Aid|276281|MS* 4-8608||9208|OFFICE|212-854-8608
390442|Lukas Prize|276281|MS* 4-9775||3801|OFFICE|212-854-9775
390443|Tobenkin Award|276281|MS* 4-7650||3809|OFFICE|212-854-7650
390444|Mike Berger Award|276281|MS* 4-6468||3812|OFFICE|212-854-6468
390494|MAIL, TRANSPORTATION SERVICES|278219|||||
390511|Part time, Internships, Work-Study, Temporary Jobs|278187|||||
390512|TUTORING AND TRANSLATING AGENCY|278191|MS* 4-4888||5727|OFFICE|212-854-4888
390513|CU SNACKS|278191|MS* 4-0162||5727|OFFICE|212-854-0162
390514|FRATERNITY AND SORORITY AFFAIRS|331153|MS* 4-5319||4205|OFFICE|212-854-5319
390515|LIVING LEARNING CENTER|331153|MS* 4-7897|||OFFICE|212-854-7897
390516|PUBLIC SAFETY, OFFICE OF|331153|MS* 4-2796||4301|OFFICE|212-854-2796
390517|RESIDENCE HALLS:|331153|||||
390637|FAX|277420|||||212-459-3677
390642|MORNINGSIDE CAMPUS|390641|MS* 4-2796||4301|OFFICE|212-854-2796
390643|MEDICAL CENTER|390641|MC* 7-8100|||OFFICE|212-305-8100
390965|Senior Deputy Vice President for Development|461320|MS* 1-7440||4520|OFFICE|212-851-7440
390970|FAX|390969|MS* 4-2325|||FAX|212-854-2325
390999|COLUMBIA TUTORING AND TRANSLATING (STUDENT ENTERPRISES)|278670|MS* 4-4888||5727|OFFICE|212-854-4888
391359|FAX|391358|MS* 4-1680|||FAX|212-854-1680
391361|FAX|391360||||FAX|845-680-4870
392376|FAX|392375|MS* 4-3434|||FAX|212-854-3434
392378|FAX|392377||||FAX|212-854-3434
392400|AFRICAN STUDENTS ASSOCIATION|277857|MS* 4-4909||2602|OFFICE|212-854-4909
393326|TAAL|277857|MS*4-4909||2602|OFFICE|212-854-4909
393330|AMERICAN MEDICAL STUDENT ASSOCIATION (AMSA )|277857|MS*4-4909||2602|OFFICE|212-854-4909
393332|AMERICAN INSTITUTE OF AERONAUTICS & ASTRONAUTICS (AIAA )|277857|MS*4-4909||2602|OFFICE|212-854-4909
393334|BARNARD ORGANIZATION OF SOUL SISTERS (BOSS)|277857|MS*4-4909||2602|OFFICE|212-8754-4909
393336|BRAZILIAN SOCIETY|277857|MS*4-4909||2602|OFFICE|212-854-4909
393338|CHESS CLUB|277857|MS*4-4909||2602|OFFICE|212-854-4909
393342|CLUB BANGLA|277857|MS*4-4909||2602|OFFICE|212-854-4909
393344|COLUMBIA CHINA BUSINESS ASSOCIATION (CCBA )|277857|MS*4-4909||2602|OFFICE|212-854-4909
393346|COLUMBIA CLASSICAL PERFORMERS|277857|MS*4-4909||2602|OFFICE|212-854-4909
393348|COLUMBIA COMMUNITY OUTREACH|277857|MS*4-4909||2602|OFFICE|212-854-4909
393352|COLUMBIA NEUROSCIENCE SOCIETY|277857|MS*4909||2602|OFFICE|212-854-4909
393354|COLUMBIA NEW MUSIC (formerly works and process)|277857|MS*4-4909||2602|OFFICE|212-854-4909
393356|DANCE MARATHON|277857|MS*4-4909||2602|OFFICE|212-854-4909
393358|DARKROOM, SDA|277857|MS*4-4909||2602|OFFICE|212-854-4909
393360|DOLE|277857|MS*4-4909||2602|OFFICE|212-854-4909
393361|HAPA CLUB|277857|MS*4-4909||2602|OFFICE|212-854-4909
393766|FAX|274521||||FAX|212-678-8629
394579|FAX|283119|MS* 1-4270|||FAX|212-851-4270
394582|theschool.columbia.edu|283119|||||
394583|HEAD OF SCHOOL|283119|MS* 1-4284|||OFFICE|212-851-4284
394584|ASSOCIATE HEAD OF SCHOOL|283119|MS* 1-4287|||OFFICE|212-851-4287
394585|STUDENT AFFAIRS|283119|MS* 1-4288|||OFFICE|212-851-4288
394586|ADMISSIONS|283119|MS* 1-4216|||OFFICE|212-851-4216
394587|NURSE|283119|MS* 1-4272|||OFFICE|212-851-4272
394590|FAX|394589|MS* 4-2891|||FAX|212-854-2891
396356|FAX|396354||||FAX|932-5454
403686|tpi@columbia.edu|403685|||||
403687|www.thephotographyinstitute.org|403685|||||
403719|FAX|403685|MS* 4-6534|||FAX|212-854-6534
409434|PHONE|275103||||OFFICE|212-854-3202
409465|FAX|327121||||FAX|646-756-8280
409466|FAX|276094||||FAX|646-756-8280
409467|BOX OFFICE|276322||||OFFICE|212-854-7799
409468|FAX|276322||||FAX|212-854-7740
409863|HEALTH SCIENCES|277201|MC* 5-6780|||OFFICE|212-305-6780
409864|MORNINGSIDE|277201|MS* 4-8749||2215|OFFICE|212-854-8749
412495|NONSEQUITUR|277857|||2602|OFFICE|212-854-4909
412497|SIRENS|277857|||2602|OFFICE|212-854-4909
412499|SOCIETY OF INTERNATIONAL UNDERGRADUATES|277857|||2602|OFFICE|212-854-4909
412501|TAIWANESE AMERICAN STUDENTS ASSOCIATION|277857|||2602|OFFICE|212-854-4909
416578|dkv.columbia.edu|275070|||||
455887|FAX|455886||||FAX|212-246-5792
460698|ADVISORY COUNCIL SECRETARY|277736|MS* 1-2289||4600|OFFICE|212-851-2289
460708|cm2418@columbia.edu|273867|||||
460709|www.columbia.edu/cu/archaeology|273867|||||
460712|FAX|273811|MS* 4-1618|||FAX|212-854-1618
460713|www.columbia.edu/cu/amstudies|273811|||||
460722|PHONE|278777|MS* 4-7288|||OFFICE|212-854-7288
460723|DIRECTOR|273986|MS* 4-1525|||OFFICE|212-854-1525
460725|FAX|460724||||FAX|212-851-5256
460726|ASSOCIATED BUILDERS AND CONTRACTS, CU CHAPTER|277857|MS* 4-4909||2602|OFFICE|212-854-4909
460729|BHANGRA|277857|MS* 4-4909||2602|OFFICE|212-854-4909
460732|FAX|274072||||FAX|212-305-7860
460733|CREW EVENTS|274124|MS* 4-3438|||OFFICE|212-854-3438
460735|DIRECTOR'S OFFICE|460734|MS* 4-6862||7501|OFFICE|212-854-6862
460736|FAX|460734|MS* 4-2699|||FAX|212-854-2699
460738|FAX|460737|MS*4-3434|||FAX|212-854-3434
460740|www.columbia.edu/cu/ccs/|274292|||||
460750|CELL PHONE AND SMART PHONE|274836|MS* 4-8852|||OFFICE|212-854-8852
460751|VIDEO CONFERENCING|274836|MS* 4-8852|||OFFICE|212-854-8852
460900|commencement@columbia.edu|274834|||||
460901|www.class@cs.columbia.edu|384730|||||
460905|FAX|460904|MC* 5-6416|||FAX|212-305-6416
460906|mp2216@columbia.edu|460904|||||
460907|www.cmap.columbia.edu|460904|||||
460925|PLANNING AND ADMINISTRATION|274629|MS* 4-9094||2808|OFFICE|212-854-9094
460927|SCHOLARS AND FELLOWSHIPS OFFCIE|274629|MS* 4-5895||1209|OFFICE|212-854-5895
460930|FAX|460929||||OFFICE|212-851-2040
460962|scm30@columbia.edu|396354|||||
460963|www.nyp.org/allenpavilion|396354|||||
460965|FAX|460964||||FAX|212-854-3434
460966|FAX|274756||||FAX|212-851-4160
460968|magazine@columbia.edu|274756|||||
460970|FAX|460969||||FAX|212-854-3434
460971|FAX|274626||||OFFICE|944-6944
460972|info@columbiaclub.org|274626|||||
460974|FAX|460973|MC* 5-3545|||FAX|212-305-3545
460975|www.cumc.columbia.edu|460973|||||
460977|FAX|460976|MS*4-3434|||FAX|212-854-3434
460979|MIDDAY SEMINARS|274931|MS*4-8498||4121|OFFICE|212-854-8498
460982|CU STEP (CC)|277857|MS*4-4909||2602|OFFICE|212-854-4909
461114|ENVIRONMENTAL HEALTH AND SAFETY SPECIALIST|275360|MC*5-6780|||OFFICE|212-305-6708
461119|ENVIRONMENTAL SAFETY OFFICER|275360|MC*5-6780|||OFFICE|212-305-6780
461121|FIRE SAFETY ASSISTANT|275360|MC*5-6780|||OFFICE|212-305-6780
461193|FAX|274016|MC*5-7860|||FAX|212-305-7860
461194|CPMCNET.COLUMBIA.EDU/DEPT/ANATOMY|274270|||||
461195|WWW.CAT.COLUMBIA.EDU|274276|||||
461216|ASSOCIATE DEAN|461215|MS*4-0720||2607|OFFICE|212-854-0720
461218|ACADEMIC SUCCESS PROGRAMS/OPUS(CC/SEAS)|461215|MS*4-3514||4747|OFFICE|212-854-3514
461220|INTERCULTURAL RESOURCE CENTETR (IRC)|461215|MS*4-7461||5755|OFFICE|212-854-7461
461222|SCHOLARS AND FELLOWSHIPS OFFICE|461215|MS*4-5895||2607|OFFICE|212-854-5895
461235|WWW.CERC.COLUMBIA.EDU|274345|||||
461241|WWW.COLUMBIA.EDU/CU/EA/AC|275150|||||
461243|FAX|461242|MS* 1-2929|||FAX|212-851-2929
461248|DIRECTOR|461247|||||
461327|Vice President for Development|461320|MS* 1-7929||4520|OFFICE|212-851-7929
461336|Projects and Grants, Office of|388418|MS*4 -6851||2205|OFFICE|212-854-6851
461339|FAX|461338|MC* 5-6125|||FAX|212-305-6125
461340|WWW.COLUMBIAOBGYN.ORG|461338|||||
461344|INFORMATION|461343|MS* 1-1673|||OFFICE|212-851-1673
461367|FAX|461366||||FAX|212-3053545
461369|DEAN OF THE FACULTIES OF HEALTH AND SCIENCES  MEDICINE|461366|MC* 5-3592|||OFFICE|212-305-3592
461372|FAX|461371|MS* 4-7366|||FAX|212-854-7366
461377|SOF-FELLOWS@COLUMBIA.EDU|275579|||||
461380|FAX|276093|MS* 4-7925|||FAX|212-854-7925
461389|WWW.COLUMBIA.EDU/CU/FRENCH/|275674|||||
461442|ISERP@COLUMBIA.EDU|276079|||||
469926|cgns@mindspring.com|275802|||||
469927|www.columbiagreenhouse.com|275802|||||
469928|ALUMNI RELATIONS|275772|MS* 1-2177||4306|OFFICE|212-851-2177
470048|FAX|390031||||FAX|212-854-8925
470053|SOF-FELLOWS@COLUMBIA.EDU|276025|||||
470493|Sexual Violence Prevention and Response Program|278243|||||
470496|CPMCNET.COLUMBIA.EDU/DEPT/GENETICS|275726|||||
471485|WWW.ISERP.COLUMBIA.EDU|276079|||||
475963|WWW.COLUMBIA.EDU/CU/ISSO|276197|||||
475964|www.italianacademy.columbia.edu|276211|||||
475966|FAX|475965|MC* 5-6125|||FAX|212-305-6125
475968|WWW.COLUMBIAOBGYN.ORG|475965|||||
475978|UNIV.SEMINARS@COLUMBIA.EDU|278715|||||
475979|WWW.COLUMBIA.EDU/CU/SEMINARS|278715|||||
475981|FAX|475980|MS* 4-5840|||FAX|212-854-5840
